ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
ಸಮಾಜ ಕಲ್ಯಾಣ,,,,,,,,social welfare,,,yes
ಸಮಾಜವಾದ,,,,,,,,socialism,,,yes
ಸಮಾಜ ವಿರೋಧಿ,,,,,,,,anti-social,,,yes
ಸಮಾಜ ವಿಜ್ಞಾನ,,,,,,,,social science,,,yes
ಸಮಾಜ ಶಾಸ್ತ್ರ,,,,,,,,sociology,,,yes
ಸಮಾಜ ಸೇವೆ,,ಸಾಮಾಜಿಕ ಸೇವೆ,,,,,,social service,,,yes
ಸಮಾದೇಶ,,,,,,,,command Bþæ,,,yes
ಸಮಾದೇಶಕ,,,,,,,,commandant,,,yes
ಸಮಾದೇಶನಾಧಿಕಾರಿ,,,,,,,,commanding officer,,,yes
ಸಮಾಧಾನ,,ಸಾಂತ್ವನ,,,,,,consolation,,,yes
ಸಮಾಧಾನ ಮಾಡು,,ಸಂತೈಸು,,,,,,console,,,yes
ಸಮಾಧಿ,,ಗೋರಿ,,,,,,tomb,,,yes
ಸಮಾನ,,ಸಮ,,,,,,equal,,,yes
ಸಮಾನ ಅಧಿಕಾರ ವ್ಯಾಪ್ತಿ,,,,,,,,equal jurisdiction,,,yes
ಸಮಾನತೆ,,ಸಮತೆ,,,,,,equality,,,yes
ಸಮಾನತೆಯ ಹಕ್ಕು,,,,,,,,right of equality,,,yes
ಸಮಾನ ದರ,,ಒಂದೇ ದರ,,,,,,flat rate,,,yes
ಸಮಾನ ಬಲ,,,,,,,,balance of power,,,yes
ಸಮಾನ ಮತಗಳು,,,,,,,,equal votes,,,yes
ಸಮಾನ ಮೌಲ್ಯ,,,,,,,,par-value,,,yes
ಸಮಾನ ಹಕ್ಕು,,,,,,,,equal right,,,yes
ಸಮಾನ ಹಿತ ರಾಜ್ಯ ಸಮುದಾಯ,,,,,,,,commonwealth countries,,,yes
ಸಮಾನಾಂತರ,,,,,,,,parallel,,,yes
ಸಮಾನಾಭಿವೃದ್ಧಿ,,,,,,,,uniform development,,,yes
ಸಮಾಪಕ,,,,,,,,liquidator,,,yes
ಸಮಾಪನ,,,,,,,,winding up,,,yes
ಸಮಾಪನಗೊಳಿಸು,,ಕೊನೆಗೊಳಿಸುವುದು,,,,,,"liquidate, wind up, terminate",,,yes
ಸಮಾಪ್ತಿ,,ಮುಕ್ತಾಯ,,,,,,"expiry, closure, consumption, cessation",,,yes
ಸಮಾರಂಭ,,,,,,,,"function, ceremony",,,yes
ಸಮಾರೋಪ,,ಬೀಳ್ಕೊಡುಗೆ,,,,,,valedictory,,,yes
ಸಮಾಲೋಚನಾ ಇಂಜಿನಿಯರು,,,,,,,,consultation engineer,,,yes
ಸಮಾಲೋಚನೆ,,,,,,,,consultation,,,yes
ಸಮಾಲೋಚಿಸು,,ಸಲಹೆ ಕೇಳು,,,,,,consult,,,yes
ಸಮಾವೇಶಕ,,,,,,,,convener,,,yes
ಸಮಾವೇಶಗೊಳಿಸು,,ಸಭೆಯನ್ನು ಕರೆ,,,,,,"convene, assemble",,,yes
ಸಮಾವೇಶನ,,,,,,,,congregation,,,yes
ಸಮಿತಿ,,ಕಮಿಟಿ,,,,,,committee,,,yes
ಸಮೀಕರಣ,,,,,,,,equation,,,yes
ಸಮೀಕರಣ ನಿಧಿ,,,,,,,,equalising fund,,,yes
ಸಮೀಕರಿಸು,,,,,,,,equate,,,yes
ಸಮೀಕ್ಷಕ,,,,,,,,observer,,,yes
ಸಮೀಕ್ಷಾ ಅಧಿಕಾರ,,ಮೋಜಣಿ ಅಧಿಕಾರ,,,,,,power of survey,,,yes
ಸಮೀಕ್ಷಾ ವರದಿ,,,,,,,,survey report,,,yes
ಸಮೀಕ್ಷೆ,,ಪರಿಶೀಲನೆ,,,,,,"survey, observation",,,yes
ಸಮುಚಿತ,,ಸಮರ್ಪಕ,,,,,,"appropriate, proper",,,yes
ಸಮುಚ್ಚಯ,,,,,,,,agglomeration,,,yes
ಸಮುದಾಯ,,ಸಮಾಜ,,,,,,community,,,yes
ಸಮುದಾಯ ಅಭಿವೃದ್ಧಿ,,,,,,,,community development,,,yes
ಸಮುದಾಯ ಅಭಿವೃದ್ಧಿ ಕಾರ್ಯಕ್ರಮ,,,,,,,,community development programme,,,yes
ಸಮುದಾಯ ಕೇಂದ್ರ,,,,,,,,community centre,,,yes
ಸಮುದಾಯದ,,"ಜಾತೀಯ, ಕೋಮುವಾರು",,,,,,communal,,,yes
ಸಮುದಾಯ ಯೋಜನೆ,,,,,,,,community project,,,yes
ಸಮುದಾಯ ಶಿಕ್ಷಣ,,,,,,,,community education,,,yes
ಸಮುದ್ರ,,,,,,,,sea,,,yes
ಸಮುದ್ರ ಗಂಡಾಂತರ,,,,,,,,sea risk,,,yes
ಸಮುದ್ರ ಗುರುತು,,,,,,,,sea-mark,,,yes
ಸಮುದ್ರ ತೀರ,,,,,,,,"sea-shore, sea-coast, beach",,,yes
ಸಮುದ್ರ ಭಿತ್ತಿ,,,,,,,,sea wall,,,yes
ಸಮುದ್ರಯಾನ ನೌಕೆ,,,,,,,,sea going vessel,,,yes
ಸಮುದ್ರ ಸಂಚಾರ ಯೋಗ್ಯತೆ,,,,,,,,sea-worthiness,,,yes
ಸಮುದ್ರ ಸಂಚಾರ ಯೋಗ್ಯ ಪರಿಸ್ಥಿತಿಗಳು,,,,,,,,seaworthy conditions,,,yes
ಸಮುದ್ರ ಸರ್ವೇಕ್ಷಣೆ,,,,,,,,marine survey,,,yes
ಸಮುದ್ರ ಸೀಮಾ ಸುಂಕ,,,,,,,,sea customs,,,yes
ಸಮೂಹ,,"ಗುಂಪು, ತಂಡ, ನೆರವಿ",,,,,,assemblage,,,yes
ಸಮೂಹ ಮನೋವೃತ್ತಿ,,,,,,,,mass psychology,,,yes
ಸಮೂಹ ಮಾಧ್ಯಮಗಳು,,,,,,,,mass media,,,yes
ಸಮೂಹ ಸಂಪರ್ಕ,,,,,,,,mass communication,,,yes
ಸಮೃದ್ಧಿ,,,,,,,,prosperity,,,yes
ಸಮ್ಮತಿ,,ಸಹಮತಿ,,,,,,"concurrence, consent",,,yes
ಸಮ್ಮತಿ ಆದೇಶ,,,,,,,,consent order,,,yes
ಸಮ್ಮತಿ ಮತ್ತು ಅನುಮೋದನೆ,,,,,,,,consent and approbation,,,yes
ಸಮ್ಮತಿ ವಯಸ್ಸು,,,,,,,,age of consent,,,yes
ಸಮ್ಮತಿಸು,,ಒಡಂಬಡು,,,,,,agree,,,yes
ಸಮ್ಮಿಲನ ಯೋಜನೆ,,,,,,,,scheme of amalgamation,,,yes
ಸಮ್ಮಿಶ್ರಣ,,,,,,,,blend,,,yes
ಸಮ್ಮಿಶ್ರ ಸರ್ಕಾರ,,,,,,,,coalition government,,,yes
ಸಮ್ಮೇಳನ,,ವಿಧ್ಯುಕ್ತ ಸಭೆ,,,,,,"conference, convention",,,yes
ಸರಂಧ್ರ ಶಿಲೆ,,,,,,,,porous rock,,,yes
ಸರಕಾರದ ನಡೆವಳಿ,,,,,,,,government proceedings,,,yes
ಸರಕಾರಿ ಉದ್ಯಮ,,,,,,,,public enterprise,,,yes
ಸರಕಾರಿ ಕಟ್ಟಡ,,ಸಾರ್ವಜನಿಕ ಕಟ್ಟಡ,,,,,,public building,,,yes
ಸರಕಾರಿ ದಾಖಲೆ,,ಸಾರ್ವಜನಿಕ ದಾಖಲೆ,,,,,,public records,,,yes
ಸರಕಾರಿ ರಹಸ್ಯ,,,,,,,,official secret,,,yes
ಸರಕಾರಿ ರಾಜ್ಯ ಪತ್ರ,,,,,,,,official gazette,,,yes
ಸರಕಾರಿ ರಿಜಿಸ್ಟರು,,ಸಾರ್ವಜನಿಕ ರಿಜಿಸ್ಟರು,,,,,,public register,,,yes
ಸರಕಾರಿ ವಲಯ,,,,,,,,public sector,,,yes
ಸರಕಾರಿ ಸೇವೆ,,"ಸಾರ್ವಜನಿಕ ಸೇವೆ, ಲೋಕ ಸೇವೆ",,,,,,public service,,,yes
ಸರಕು,,,,,,,,"goods, article, cargo, commodity",,,yes
ಸರಕುಗಳ ಸಂಚಲನ,,,,,,,,movement of goods,,,yes
ಸರಕುಗಳ ಸ್ವೀಕಾರ,,,,,,,,receipt of goods,,,yes
ಸರಕು ಗುಮಾಸ್ತ,,,,,,,,goods clerk,,,yes
ಸರಕು ಜಹಜು,,,,,,,,cargo steamer,,,yes
ಸರಕು ಪಟ್ಟಿ,,,,,,,,bill of parcels,,,yes
ಸರಕು ಬಿಡುಗಡೆ ಚೀಟಿ,,,,,,,,bond note,,,yes
ಸರಕು ರಕ್ಷಕ,,,,,,,,bailee,,,yes
ಸರಕು ರವಾನೆ ಪತ್ರ,,,,,,,,consignment note,,,yes
ಸರಕು ರವಾನೆ ವೆಚ್ಚ,,,,,,,,carriage outward,,,yes
ಸರಕು ರಾಶಿ,,,,,,,,bulk cargo,,,yes
ಸರಕು ಸಾಗಣೆ,,,,,,,,goods transport,,,yes
ಸರಕು ಸುಂಕ,,,,,,,,goods tariff,,,yes
ಸರಕು ಹಡಗು,,,,,,,,cargo ship,,,yes
ಸರದಿ,,ಪಾಳಿ,,,,,,shift,,,yes
ಸರದಿ ನಿರಶನ,,,,,,,,relay hunger strike,,,yes
ಸರದಿಪಟ್ಟಿ,,,,,,,,roster,,,yes
ಸರದಿ ಸಾಲು,,ಕ್ಯೂ,,,,,,queue,,,yes
ಸರಪಳಿ,,ಸರಣಿ,,,,,,chain,,,yes
ಸರಬರಾಜು,,ಪೂರೈಕೆ,,,,,,supply,,,yes
ಸರಬರಾಜು ಅಧಿಕಾರಿ,,ಪೂರೈಕೆ ಅಧಿಕಾರಿ,,,,,,supply officer,,,yes
ಸರಬರಾಜು ಇಲಾಖೆ,,ಪೂರೈಕೆ ಇಲಾಖೆ,,,,,,supply department,,,yes
ಸರಹದ್ದು,,ಗಡಿ,,,,,,frontier,,,yes
ಸರಳ,,"ಸಾಧಾರಣ, ಸಾದಾ, ನಿರಾಡಂಬರ",,,,,,simple,,,yes
ಸರಳ ಬಡ್ಡಿ,,,,,,,,simple interest,,,yes
ಸರಳೀಕರಣ,,,,,,,,simplification,,,yes
ಸರಾಸರಿ,,"ಸುಮಾರು, ಅಜಮಾಯಿಸು, ಸಾಧಾರಣ",,,,,,average,,,yes
ಸರಾಸರಿ ಆದಾಯ,,,,,,,,average income,,,yes
ಸರಾಸರಿ ಉತ್ಪನ್ನ,,,,,,,,average product,,,yes
ಸರಾಸರಿ ಪ್ರತಿಫಲ,,,,,,,,average return,,,yes
ಸರಾಸರಿ ಮೌಲ್ಯ,,,,,,,,average value,,,yes
ಸರಾಸರಿ ವೇತನ,,,,,,,,average pay,,,yes
ಸರಾಸರಿ ವೇತನ ರಜ,,,,,,,,leave on average pay,,,yes
ಸರಿದೂಗಿಸಲಾದ ಲೆಕ್ಕ,,,,,,,,balanced accounts,,,yes
ಸರಿಪಡಿಕೆ,,,,,,,,correction,,,yes
ಸರಿಪಡಿಕೆ ಚೀಟಿ,,,,,,,,correction slip,,,yes
ಸರ್ಕಾರ,,,,,,,,government,,,yes
ಸರ್ಕಾರಿ ಅಂಚೆ ಚೀಟಿ,,,,,,,,service stamp,,,yes
ಸರ್ಕಾರಿ ಅಧಿಕಾರಿ,,,,,,,,"public officer, government officer",,,yes
ಸರ್ಕಾರಿ ಅಧಿಕೃತ ದಸ್ತಾವೇಜು,,,,,,,,public official document,,,yes
ಸರ್ಕಾರಿ ಅಧಿಸೂಚನೆ,,,,,,,,government notification,,,yes
ಸರ್ಕಾರಿ ಅರ್ಥ ಪತ್ರ,,,,,,,,government note,,,yes
ಸರ್ಕಾರಿ ಆತಿಥ್ಯ,,,,,,,,government hospitality,,,yes
ಸರ್ಕಾರಿ ಆದೇಶ,,,,,,,,government order,,,yes
ಸರ್ಕಾರಿ ಕಂಪನಿ,,,,,,,,government company,,,yes
ಸರ್ಕಾರಿ ಕಟ್ಟಡ,,ಸಾರ್ವಜನಿಕ ಕಟ್ಟಡ,,,,,,public building,,,yes
ಸರ್ಕಾರಿ ಕಚೇರಿ,,,,,,,,"public office, government office",,,yes
ಸರ್ಕಾರಿ ಕರ್ತವ್ಯ,,,,,,,,official duty,,,yes
ಸರ್ಕಾರಿ ಕಾರ್ಯ,,,,,,,,official work,,,yes
ಸರ್ಕಾರಿ ಕೆಲಸ,,,,,,,,government work,,,yes
ಸರ್ಕಾರಿ ಖಜಾನೆ,,,,,,,,government treasury,,,yes
ಸರ್ಕಾರಿ ತಪಶೀಲು,,,,,,,,government specification,,,yes
ಸರ್ಕಾರಿ ನೌಕರ,,,,,,,,government servant,,,yes
ಸರ್ಕಾರಿ ನೌಕರಿ,,,,,,,,government service,,,yes
ಸರ್ಕಾರಿ ನ್ಯಾಯವಾದಿ,,,,,,,,"government advocate, government pleader",,,yes
ಸರ್ಕಾರಿ ಪ್ರತಿಪಾಲಿತ,,,,,,,,government ward,,,yes
ಸರ್ಕಾರಿ ಬಂಧ ಪತ್ರಗಳು,,ಖಜಾನೆ ಬಂಧ ಪತ್ರಗಳು,,,,,,treasury bonds,,,yes
ಸರ್ಕಾರಿ ಭದ್ರತೆ,,,,,,,,government security,,,yes
ಸರ್ಕಾರಿ ಭವಿಷ್ಯನಿಧಿ,,,,,,,,government provident fund,,,yes
ಸರ್ಕಾರಿ ಭೂಮಿ,,,,,,,,government land,,,yes
ಸರ್ಕಾರಿ ಯಂತ್ರ,,,,,,,,government machinery,,,yes
ಸರ್ಕಾರಿ ರಜಾ ದಿನ,,ಸಾರ್ವಜನಿಕ ರಜಾ ದಿನ,,,,,,public holiday,,,yes
ಸರ್ಕಾರಿ ರಹಸ್ಯ,,,,,,,,official secret,,,yes
ಸರ್ಕಾರಿ ವಕೀಲ,,,,,,,,government pleader,,,yes
ಸರ್ಕಾರಿ ವರಿಷ್ಠ,,,,,,,,official superior,,,yes
ಸರ್ಕಾರಿ ವರ್ಷ,,,,,,,,official year,,,yes
ಸರ್ಕಾರಿ ವಿಧೇಯಕ,,,,,,,,government bill,,,yes
ಸರ್ಕಾರಿ ವ್ಯವಹಾರ,,,,,,,,government business,,,yes
ಸರ್ಕಾರಿ ಶಾಲೆ,,,,,,,,government school,,,yes
ಸರ್ಕಾರಿ ಸೇವೆ,,,,,,,,"government service, civil service",,,yes
ಸರ್ಕಾರೇತರ,,,,,,,,"private, non-governmental",,,yes
ಸರ್ವತಂತ್ರ ಸ್ವತಂತ್ರಾಧಿಕಾರ,,"ನಿರುಪಾಧಿಕ ಅಧಿಕಾರ, ಪರಮಾಧಿಕಾರ",,,,,,absolute power,,,yes
ಸರ್ವನಾಶ,,"ವಿನಾಶ, ನಾಶ",,,,,,destruction,,,yes
ಸರ್ವನಾಶ ಮಾಡು,,ಹುಟ್ಟಡಗಿಸು,,,,,,annihilate,,,yes
ಸರ್ವಬಂಧಕ ಹಕ್ಕು,,,,,,,,jura in rem,,,yes
ಸರ್ವ ವರಮಾನ,,,,,,,,emoluments,,,yes
ಸರ್ವ ಸದಸ್ಯರ ಸಭೆ,,ಸಾಮಾನ್ಯ ಸಭೆ,,,,,,general body meeting,,,yes
ಸರ್ವಾಧಿಕಾರ,,ನಿರಂಕುಶ ಪ್ರಭುತ್ವ,,,,,,dictatorship,,,yes
ಸರ್ವಾಧಿಕಾರಿ,,ನಿರಂಕುಶ ಪ್ರಭು,,,,,,dictator,,,yes
ಸರ್ವಾನುಮತದ,,,,,,,,unanimous,,,yes
ಸರ್ವೋಚ್ಚ,,ಉಚ್ಚತಮ,,,,,,supreme,,,yes
ಸರ್ವೋಚ್ಚ ನ್ಯಾಯಾಲಯ,,ಸುಪ್ರಿಂ ಕೋರ್ಟ್,,,,,,supreme court,,,yes
ಸಲಕರಣೆ,,"ಸಾಮಗ್ರಿ, ಉಪಕರಣ",,,,,,"apparatus, implement, equipment, accessories, appliance",,,yes
ಸಲಹಾ ಟಿಪ್ಪಣಿ,,,,,,,,advice note,,,yes
ಸಲಹಾ ಪರಿಷತ್ತು,,,,,,,,advisory council,,,yes
ಸಲಹಾ ಮಂಡಲಿ,,,,,,,,advisory board,,,yes
ಸಲಹಾ ಸಮಿತಿ,,,,,,,,advisory committee,,,yes
ಸಲಹೆ,,ಸೂಚನೆ,,,,,,"advice, suggestion, counsel",,,yes
ಸಲಹೆಗಾರ,,ಉಪದೇಶಕ,,,,,,"counsel, adviser",,,yes
ಸಲಹೆ ಪುಸ್ತಕ,,,,,,,,suggestion book,,,yes
ಸಲಾಭ,,,,,,,,cost plus,,,yes
ಸಲಿಂಗ ರತಿ,,,,,,,,homosex,,,yes
ಸಲುವಳಿ,,ಚಲಾವಣೆ,,,,,,currency,,,yes
ಸಲ್ಲಾಪ,,ಸಂಭಾಷಣೆ,,,,,,conversation,,,yes
ಸವಕಳಿ,,ಇಳಿತಾಯ,,,,,,depreciation,,,yes
ಸವಕಳಿ ನಿಧಿ,,,,,,,,depreciation reserve,,,yes
ಸವಲತ್ತುಗಳು,,"ಸೌಕರ್ಯಗಳು, ಅನುಕೂಲಗಳು",,,,,,amenities,,,yes
ಸವಾರ,,ಅಶ್ವಾರೋಹಿ,,,,,,rider,,,yes
ಸವಾಲು,,ಪಂಥಾಹ್ವಾನ,,,,,,"challenge, bid",,,yes
ಸವಾಲು ಕೂಗು,,,,,,,,bid,,,yes
ಸವಾಲುಗಾರ,,,,,,,,bidder,,,yes
ಸವಿವರ ಬಿಲ್ಲು,,,,,,,,detailed bill,,,yes
ಸವಿವರ ಸಾದಿಲ್ವಾರು ಬಿಲ್ಲು,,,,,,,,detailed contingent bill (D. C. bill),,,yes
ಸವಿಸ್ತರ ಶೀರ್ಷಿಕೆ,,,,,,,,detailed heads,,,yes
ಸಶಸ್ತ್ರ,,,,,,,,armed,,,yes
ಸಶಸ್ತ್ರ ಕಾವಲುಪಡೆ,,,,,,,,armed guard,,,yes
ಸಶಸ್ತ್ರ ಕ್ರಾಂತಿ,,,,,,,,armed revolution,,,yes
ಸಶಸ್ತ್ರ ಘರ್ಷಣೆ,,,,,,,,armed conflict,,,yes
ಸಶಸ್ತ್ರ ದಂಗೆ,,,,,,,,armed mutiny,,,yes
ಸಶಸ್ತ್ರ ದೊಂಬಿ,,,,,,,,armed riot,,,yes
ಸಶಸ್ತ್ರ ನೌಕೆ,,,,,,,,armed ship,,,yes
ಸಶಸ್ತ್ರ ಪೊಲೀಸು,,,,,,,,armed police,,,yes
ಸಶಸ್ತ್ರ ಪೊಲೀಸು ಪಡೆ,,,,,,,,armed constabulary,,,yes
ಸಶಸ್ತ್ರ ಬಂಡಾಯ,,,,,,,,armed rebel,,,yes
ಸಶಸ್ತ್ರ ಬಲಗಳು,,,,,,,,armed forces,,,yes
ಸಶಸ್ತ್ರ ವಿಪ್ಲವ,,,,,,,,armed insurrection,,,yes
ಸಶಸ್ತ್ರ ಸಂಘರ್ಷಣೆ,,,,,,,,armed hostilities,,,yes
ಸಶ್ರಮ,,ಕಠಿಣ,,,,,,rigorous,,,yes
ಸಶ್ರಮ ಕಾರಾಗೃಹ ಶಿಕ್ಷೆ,,,,,,,,rigorous imprisonment,,,yes
ಸಷರತ್ತು,,,,,,,,conditional,,,yes
ಸಷರತ್ತು ಸಂಪದ,,,,,,,,conditional estate,,,yes
ಸಸ್ಯವಾಟಿಕೆ,,,,,,,,nursery,,,yes
ಸಸ್ಯಶಾಸ್ತ್ರ,,,,,,,,botany,,,yes
ಸಹ,,,,,,,,co-,,,yes
ಸಹ ಆಪಾದಿತ,,,,,,,,co-accused,,,yes
ಸಹ ಉತ್ತರಾಧಿಕಾರಿ,,,,,,,,co-heir,,,yes
ಸಹ ಒಡೆತನ,,,,,,,,co-ownership,,,yes
ಸಹ ಒಡೆಯ,,,,,,,,co-owner,,,yes
ಸಹಕರಿಸು,,,,,,,,co-operate,,,yes
ಸಹಕಾರ,,,,,,,,co-operation,,,yes
ಸಹಕಾರಿ,,,,,,,,co-operative,,,yes
ಸಹಕಾರಿ ಇಲಾಖೆ,,,,,,,,co-operative department,,,yes
ಸಹಕಾರಿ ಕೃಷಿ ಸಂಘ,,,,,,,,co-operative farming society,,,yes
ಸಹಕಾರಿ ಚಳುವಳಿ,,,,,,,,co-operative movement,,,yes
ಸಹಕಾರಿ ಪ್ರಯತ್ನಗಳು,,,,,,,,co-operative efforts,,,yes
ಸಹಕಾರಿ ಬ್ಯಾಂಕು,,,,,,,,co-operative bank,,,yes
ಸಹಕಾರಿ ಭೂ ಅಭಿವೃದ್ಧಿ ಬ್ಯಾಂಕು,,,,,,,,co-operative land development bank,,,yes
ಸಹಕಾರಿ ಮನೋವೃತ್ತಿ,,,,,,,,co-operative approach,,,yes
ಸಹಕಾರಿ ಸಂಘ,,,,,,,,co-operative society,,,yes
ಸಹಕಾರಿ ಸಂಘಗಳ ಅಧಿನಿಯಮ,,,,,,,,co-operative society act,,,yes
ಸಹಗಾಮಿ,,ಆನುಷಂಗಿಕ,,,,,,"concomitant, concurrent",,,yes
ಸಹ ಗ್ರಂಥ ಕರ್ತ,,,,,,,,co-author,,,yes
ಸಹಘಟಿಸು,,ತಾಳೆ ಬೀಳು,,,,,,coincide,,,yes
ಸಹ ಚಾಲಕ,,,,,,,,co-pilot,,,yes
ಸಹಜ,,"ನೈಜ, ನೈಸರ್ಗಿಕ, ಸ್ವಾಭಾವಿಕ, ಪ್ರಾಕೃತಿಕ",,,,,,natural,,,yes
ಸಹಜ ಚಿತ್ರ,,,,,,,,positive,,,yes
ಸಹ ನಿರ್ದೇಶಕ,,,,,,,,joint director,,,yes
ಸಹ ನ್ಯಾಯವಾದಿ,,,,,,,,associate advocate,,,yes
ಸಹ ಪಠ್ಯ ಚಟುವಟಿಕೆ,,,,,,,,co-curricular activity,,,yes
ಸಹ ಪಾಲುದಾರ,,,,,,,,co-partner,,,yes
ಸಹ ಪ್ರತಿವಾದಿ,,,,,,,,co-defendant,,,yes
ಸಹ ಭದ್ರತೆ,,,,,,,,collateral security,,,yes
ಸಹಭಾಗಸ್ಥ,,,,,,,,co-partner,,,yes
ಸಹಭಾಗಿ,,,,,,,,co-partner,,,yes
ಸಹಮತಿ,,"ಸಮ್ಮತಿ, ಒಪ್ಪಿಗೆ",,,,,,concurrence,,,yes
ಸಹ ಮಾಲೀಕ,,,,,,,,co-proprietor,,,yes
ಸಹಯೋಗ,,ಸಹೋದ್ಯಮ,,,,,,collaboration (proprietor),,,yes
ಸಹಯೋಜಿತ ಸದಸ್ಯ,,,,,,,,co-opted member,,,yes
ಸಹವರ್ತಿ,,,,,,,,associate,,,yes
ಸಹವರ್ತಿ ಕಾರ್ಯಾಚರಣೆ,,,,,,,,associate operation,,,yes
ಸಹವರ್ತಿ ನ್ಯಾಯವಾದಿ,,,,,,,,associate advocate,,,yes
ಸಹವರ್ತಿ ಪ್ರಾಧ್ಯಾಪಕ,,,,,,,,associate professor,,,yes
ಸಹವರ್ತಿ ಯೋಜಕ,,,,,,,,associate planner,,,yes
ಸಹವರ್ತಿ ವ್ಯಾಪಾರಿ ಚಿಹ್ನೆ,,,,,,,,associate trade mark,,,yes
ಸಹವರ್ತಿ ಸದಸ್ಯ,,,,,,,,associate member,,,yes
ಸಹ ವಾದಿ,,,,,,,,co-plaintiff,,,yes
ಸಹ ವಾರಸುದಾರ,,,,,,,,co-heir,,,yes
ಸಹವಾಸ,,ಒಡನಾಟ,,,,,,"company, cohabitation",,,yes
ಸಹವಾಸಿ,,"ಸಂಗಾತಿ, ಒಡನಾಡಿ",,,,,,companion,,,yes
ಸಹವ್ಯಾಪ್ತ,,,,,,,,coextensive,,,yes
ಸಹ ಶಿಕ್ಷಣ,,,,,,,,co-education,,,yes
ಸಹ ಸಂಪಾದಕ,,,,,,,,co-editor,,,yes
ಸಹ ಸದಸ್ಯ,,,,,,,,associate member,,,yes
ಸಹಾನುಭೂತಿ,,"ಅನುಕಂಪ, ಮರುಕ",,,,,,"compassion, sympathy",,,yes
ಸಹಾಪರಾಧಿ,,,,,,,,accomplice,,,yes
ಸಹಾಯ,,ನೆರವು,,,,,,"aid, assistance",,,yes
ಸಹಾಯ ಅನುದಾನ,,,,,,,,grant-in-aid,,,yes
ಸಹಾಯಕ,,,,,,,,"assistant, subsidiary, auxiliary, accessory",,,yes
ಸಹಾಯ ಆಡಳಿತ,,,,,,,,ancillary administration,,,yes
ಸಹಾಯಕ ಇಂಜಿನಿಯರ್,,,,,,,,assistant engineer,,,yes
ಸಹಾಯಕ ಕಮಿಷನರ್,,,,,,,,assistant commissioner,,,yes
ಸಹಾಯಕ ಕಾರ್ಯದರ್ಶಿ,,,,,,,,assistant secretary,,,yes
ಸಹಾಯಕ ಕೈಗಾರಿಕೆ,,,,,,,,ancillary industry,,,yes
ಸಹಾಯಕ ಚಟುವಟಿಕೆ,,,,,,,,ancillary activity,,,yes
ಸಹಾಯಕ ನಿರ್ದೇಶಕ,,,,,,,,assistant director,,,yes
ಸಹಾಯಕ ಪರಿಶೀಲಕ,,,,,,,,assistant inspector,,,yes
ಸಹಾಯಕ ಬಾಧ್ಯತೆ,,,,,,,,accessory obligation,,,yes
ಸಹಾಯಕ ಲೈಸೆನ್ಸ್,,,,,,,,accessory licence,,,yes
ಸಹಾಯಕ ಸೇವೆ,,,,,,,,"auxiliary service, ancillary service",,,yes
ಸಹಾಯಕ ಹಕ್ಕು,,,,,,,,accessory right,,,yes
ಸಹಾಯ ಧನ,,"ಸಹಾಯ ದ್ರವ್ಯ , ಧನ ಸಹಾಯ",,,,,,subsidy,,,yes
ಸಹಾಯ ಧನ ಯೋಜನೆ,,,,,,,,subsidy scheme,,,yes
ಸಹಾಯ ಸಾಧನಗಳು,,,,,,,,aids,,,yes
ಸಹಾಯಾನುದಾನ,,,,,,,,grant-in-aid,,,yes
ಸಹಿ,,"ರುಜು, ದಸ್ಕತ್ತು",,,,,,signature,,,yes
ಸಹಿಯ ಒಪ್ಪಿಗೆ,,,,,,,,acknowledgement of signature,,,yes
ಸಹಿಷ್ಣುತೆ,,"ಸಹನೆ, ಸೈರಣೆ, ತಾಳ್ಮೆ",,,,,,tolerance,,,yes
ಸಹೋದರ,,,,,,,,brother,,,yes
ಸಹೋದರತ್ವ,,,,,,,,fraternity,,,yes
ಸಹೋದ್ಯಮ,,ಸಹಯೋಗ,,,,,,collaboration,,,yes
ಸಹೋದ್ಯಮಿ,,,,,,,,collaborator,,,yes
ಸಹೋದ್ಯೋಗಿ,,,,,,,,"colleague, co-employee",,,yes
ಸಾಂಕೇತಿಕ,,,,,,,,symbolic,,,yes
ಸಾಂಕೇತಿಕ ಅನುದಾನ,,,,,,,,token grant,,,yes
ಸಾಂಕೇತಿಕ ವಶಾವಣೆ,,,,,,,,symbolical delivery,,,yes
ಸಾಂಕೇತಿಕ ಸ್ವಾಧೀನತೆ,,,,,,,,symbolic possession,,,yes
ಸಾಂಕ್ರಾಮಿಕ,,,,,,,,"contagious, epidemic",,,yes
ಸಾಂಕ್ರಾಮಿಕ ರೋಗ,,ಅಂಟು ಜಾಡ್ಯ,,,,,,"epidemic, contagious disease, infectious disease",,,yes
